"Codice comune","Comune","Totale maschi","Totale femmine","Totale"
"016164","Piazza Brembana","580","615","1195"
"016165","Piazzatorre","199","197","396"
"016166","Piazzolo","45","47","92"
"016167","Pognano","814","792","1606"
"016168","Ponte Nossa","896","902","1798"
"016169","Ponteranica","3362","3369","6731"
"016170","Ponte San Pietro","6003","6004","12007"
"016171","Pontida","1715","1584","3299"
"016172","Pontirolo Nuovo","2564","2482","5046"
"016173","Pradalunga","2263","2231","4494"
"016174","Predore","906","941","1847"
"016175","Premolo","554","510","1064"
"016176","Presezzo","2342","2448","4790"
"016177","Pumenengo","883","848","1731"
"016178","Ranica","2822","3006","5828"
"016179","Ranzanico","611","606","1217"
"016180","Riva di Solto","419","424","843"
"016182","Rogno","1937","1917","3854"
"016183","Romano di Lombardia","10783","10266","21049"
"016184","Roncobello","222","199","421"
"016185","Roncola","474","427","901"
"016186","Rota d'Imagna","470","470","940"
"016187","Rovetta","2055","2095","4150"
"016188","San Giovanni Bianco","2328","2241","4569"
"016189","San Paolo d'Argon","2994","2944","5938"
"016190","San Pellegrino Terme","2212","2385","4597"
"016191","Santa Brigida","252","265","517"
"016193","Sarnico","3347","3511","6858"
"016194","Scanzorosciate","4979","5189","10168"
"016195","Schilpario","573","563","1136"
"016196","Sedrina","1187","1174","2361"
"016197","Selvino","993","968","1961"
"016198","Seriate","12857","13000","25857"
"016199","Serina","1096","1011","2107"
"016200","Solto Collina","943","893","1836"
"016201","Songavazzo","380","352","732"
"016202","Sorisole","4343","4414","8757"
"016203","Sotto il Monte Giovanni XXIII","2255","2176","4431"
"016204","Sovere","2621","2689","5310"
"016205","Spinone al Lago","499","507","1006"
"016206","Spirano","2923","2814","5737"
"016207","Stezzano","6847","7057","13904"
"016208","Strozza","559","534","1093"
"016209","Suisio","1946","1839","3785"
"016210","Taleggio","291","246","537"
"016211","Tavernola Bergamasca","963","955","1918"
"016212","Telgate","2644","2381","5025"
"016213","Terno d'Isola","4026","3950","7976"
"016214","Torre Boldone","4181","4540","8721"
"016215","Torre de' Busi","1175","1146","2321"
"016216","Torre de' Roveri","1288","1326","2614"
"016217","Torre Pallavicina","576","578","1154"
"016218","Trescore Balneario","5020","4902","9922"
"016219","Treviglio","15655","15949","31604"
"016220","Treviolo","5321","5602","10923"
"016221","Ubiale Clanezzo","666","650","1316"
"016222","Urgnano","5173","4967","10140"
"016223","Valbondione","472","469","941"
"016224","Valbrembo","2114","2185","4299"
